
"Primary Health Centre
Gogi",Yadgir,SHAHPUR,Kalaburagi,Government,"Kembavi Road Gogi Tq
Shahapur Dist Yadgir  Pin
585303",8904065909,"phcgogi@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Guttibasaveshwar",Yadgir,SURAPUR,Kalaburagi,Government,"At Guttibasaveshwar  Tq
Shorapur  Dt Yadgir",8494909690,"amophc123
4@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hattikuni",Yadgir,YADAGIRI,Kalaburagi,Government,"Phc Hattikuni Sedam
Road Hattikuni",6362291413,"amophchatti
1@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kakkera",Yadgir,SURAPUR,Kalaburagi,Government,"Primary Healthcentre
Kakkera",9845464955,"amophckak
ke@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kandkur",Yadgir,YADAGIRI,Kalaburagi,Government,"Kandkur Tq Gurmitkal
Dist Yadgir","0847325657
5","amophckan
dkur@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kotagera",Yadgir,YADAGIRI,Kalaburagi,Government,"Kotagera Taluka
Gurmitkal","0847322367
1","amophckota
gera@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Nagnoor",Yadgir,SURAPUR,Kalaburagi,Government,At Post Nagnoor,9620787846,"drashwinivb
iradar@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Vanadurga",Yadgir,SHAHPUR,Kalaburagi,Government,"Near Ukp Camp
Vanadurga",8660950306,"mophcwand
urga1912@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Yergola",Yadgir,YADAGIRI,Kalaburagi,Government,"Phc Yergola  Kalburgi
Road Yadgir",8197933493,"amophcyarg
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bendebombali",Yadgir,SHAHPUR,Kalaburagi,Government,"Ner Govt High School
Bendebombaliu",9482084327,"phcbendebe
mbali@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chatnalli",Yadgir,SHAHPUR,Kalaburagi,Government,"Nera Bus Stand Road
Chatnalli",8660603509,"amophccha1
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health centre
Gajarkot",Yadgir,YADAGIRI,Kalaburagi,Government,Gajarkot,"0847325216
1","amophcgaja
r@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hattigudur",Yadgir,SHAHPUR,Kalaburagi,Government,Bb Road Hattidur,9740480409,"mophchattig
udur@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Nagnoor",Yadgir,SURAPUR,Kalaburagi,Government,At Post Nagnoor,9620787846,"drashwinivb
iradar@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Vanadurga",Yadgir,SHAHPUR,Kalaburagi,Government,"Near Ukp Camp
Vanadurga",8660950306,"mophcwand
urga1912@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Yergola",Yadgir,YADAGIRI,Kalaburagi,Government,"Phc Yergola  Kalburgi
Road Yadgir",8197933493,"amophcyarg
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bendebombali",Yadgir,SHAHPUR,Kalaburagi,Government,"Ner Govt High School
Bendebombaliu",9482084327,"phcbendebe
mbali@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chatnalli",Yadgir,SHAHPUR,Kalaburagi,Government,"Nera Bus Stand Road
Chatnalli",8660603509,"amophccha1
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health centre
Gajarkot",Yadgir,YADAGIRI,Kalaburagi,Government,Gajarkot,"0847325216
1","amophcgaja
r@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hattigudur",Yadgir,SHAHPUR,Kalaburagi,Government,Bb Road Hattidur,9740480409,"mophchattig
udur@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Honagera",Yadgir,YADAGIRI,Kalaburagi,Government,Honagera  Tq Dist Yadgir,9448012732,"amophchon
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Koulur",Yadgir,YADAGIRI,Kalaburagi,Government,Koulur,9901044674,"amophckoul
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kurkunda",Yadgir,SHAHPUR,Kalaburagi,Government,"Phc Kurkunda Tq
Shahapur Dist Yadgir",9845839446,"phckurkund
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mudnal",Yadgir,YADAGIRI,Kalaburagi,Government,Mudnal,8277508266,"amophcmud
na@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Sagar",Yadgir,SHAHPUR,Kalaburagi,Government,Near Bus Stand Sagar,8660950306,"mophc1957
sagar@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Shiraval",Yadgir,SHAHPUR,Kalaburagi,Government,"Shahapur Road Shiraval
Tq Shahapur Dist Yadagir",8660804010,"amophcshir
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Shorapur",Yadgir,SURAPUR,Kalaburagi,Government,Rajankolur,9902563207,"dharmukana
ka666@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Honagera",Yadgir,YADAGIRI,Kalaburagi,Government,Honagera  Tq Dist Yadgir,9448012732,"amophchon
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Koulur",Yadgir,YADAGIRI,Kalaburagi,Government,Koulur,9901044674,"amophckoul
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kurkunda",Yadgir,SHAHPUR,Kalaburagi,Government,"Phc Kurkunda Tq
Shahapur Dist Yadgir",9845839446,"phckurkund
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mudnal",Yadgir,YADAGIRI,Kalaburagi,Government,Mudnal,8277508266,"amophcmud
na@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Sagar",Yadgir,SHAHPUR,Kalaburagi,Government,Near Bus Stand Sagar,8660950306,"mophc1957
sagar@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Shiraval",Yadgir,SHAHPUR,Kalaburagi,Government,"Shahapur Road Shiraval
Tq Shahapur Dist Yadagir",8660804010,"amophcshir
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Shorapur",Yadgir,SURAPUR,Kalaburagi,Government,Rajankolur,9902563207,"dharmukana
ka666@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Yalagi",Yadgir,SURAPUR,Kalaburagi,Government,"Mani Road Yalagi Ta
Shorapur  Dist  Yadgir",8880888255,"amophcyalg
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Health Center
Shahapur",Yadgir,SHAHPUR,Kalaburagi,Government,Chamundinagar,9620333873,"uhcshahapur
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Health Center
Yadgir",Yadgir,YADAGIRI,Kalaburagi,Government,Gandhi Chouk Yadgir,"0847322446
4","uphcyadgir
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Center Shorapur",Yadgir,SURAPUR,Kalaburagi,Government,"Near Gandhi Chowk
Shorapur",9886055406,"urbansurpur
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Healt Center
Venkataiahnachathra","Chamarajan
agara","Chamarajan
agara",Mysore,Government,"Primary Healt Center
Venkataiahnachathra
Chamarajanagar","0822623803
3","phcvenkatai
ahnachatra
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Arakalavadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Arakalavadi,"0822623810
2","phcarakalav
adi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Yalagi",Yadgir,SURAPUR,Kalaburagi,Government,"Mani Road Yalagi Ta
Shorapur  Dist  Yadgir",8880888255,"amophcyalg
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Health Center
Shahapur",Yadgir,SHAHPUR,Kalaburagi,Government,Chamundinagar,9620333873,"uhcshahapur
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Health Center
Yadgir",Yadgir,YADAGIRI,Kalaburagi,Government,Gandhi Chouk Yadgir,"0847322446
4","uphcyadgir
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Center Shorapur",Yadgir,SURAPUR,Kalaburagi,Government,"Near Gandhi Chowk
Shorapur",9886055406,"urbansurpur
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Healt Center
Venkataiahnachathra","Chamarajan
agara","Chamarajan
agara",Mysore,Government,"Primary Healt Center
Venkataiahnachathra
Chamarajanagar","0822623803
3","phcvenkatai
ahnachatra
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Arakalavadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Arakalavadi,"0822623810
2","phcarakalav
adi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Agara Mamballi","Chamarajan
agara","YELANDU
R",Mysore,Government,Main Road Kollegal,"0822626411
0","phc.agarama
mballiyelan
dur@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bandalli","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Shagya Road Bandalli,"0822426510
8","phcbandalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Cowdalli","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Cowdally,"0822529524
7","phccowdalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Gowdahalli","Chamarajan
agara","Chamarajan
agara",Mysore,Government,"Gowdahalli Yelandur
Taluk",9620714477,"phcgowdalli
.yelandur@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hangala","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,New Street Hangala,"0822923302
7","phchangala
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hanur","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Kollegal Rond Hanur,"0822426803
0","pushparani0
48@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Agara Mamballi","Chamarajan
agara","YELANDU
R",Mysore,Government,Main Road Kollegal,"0822626411
0","phc.agarama
mballiyelan
dur@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bandalli","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Shagya Road Bandalli,"0822426510
8","phcbandalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Cowdalli","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Cowdally,"0822529524
7","phccowdalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Gowdahalli","Chamarajan
agara","Chamarajan
agara",Mysore,Government,"Gowdahalli Yelandur
Taluk",9620714477,"phcgowdalli
.yelandur@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hangala","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,New Street Hangala,"0822923302
7","phchangala
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hanur","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Kollegal Rond Hanur,"0822426803
0","pushparani0
48@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Palya","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,"Palya  Village Kollegal
Taluk  chamarajanagara",9902020604,"phcpalya@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre  Pg
Palya","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,P G Palya V Main Road,"0822527333
3","phcpgpalya
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Ponnachi","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Ponnachi,9148170847,"phcponnach
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Sathegala","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Agrahara,9964612465,"phcsathegal
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Terakanambi","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,New Street Terakanambi,"0822923232
2","phcterakana
mbi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Thellanooru","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Thellanooru Main Road,9481529628,"phcthellano
oru@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Amachavadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Amachavadi,7204076609,"phcamachav
adi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Palya","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,"Palya  Village Kollegal
Taluk  chamarajanagara",9902020604,"phcpalya@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre  Pg
Palya","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,P G Palya V Main Road,"0822527333
3","phcpgpalya
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Ponnachi","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Ponnachi,9148170847,"phcponnach
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Sathegala","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Agrahara,9964612465,"phcsathegal
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Terakanambi","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,New Street Terakanambi,"0822923232
2","phcterakana
mbi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Thellanooru","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Thellanooru Main Road,9481529628,"phcthellano
oru@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Amachavadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Amachavadi,7204076609,"phcamachav
adi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Bannithalapura","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Bannithalapura,"0822929297
16","phcbannitha
lapura@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Baragi","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Baragi,"0822923034
9","phcbaragi@
gmai.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bedguli","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Bedguli,8971989547,"phcbedguli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bisalvadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Bisalavadi,"0822623111
7","phcbisalava
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bommalapura","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Bommalapura,"0822923939
3","phcbommal
apura123@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bommanahalli","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Bommanahalli,"0822923232
2","bommanaha
lliphc@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chilakawadi","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Chilakawadi,9980269663,"phcchilakaw
adi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Bannithalapura","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Bannithalapura,"0822929297
16","phcbannitha
lapura@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Baragi","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Baragi,"0822923034
9","phcbaragi@
gmai.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bedguli","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Bedguli,8971989547,"phcbedguli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bisalvadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Bisalavadi,"0822623111
7","phcbisalava
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bommalapura","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Bommalapura,"0822923939
3","phcbommal
apura123@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bommanahalli","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Bommanahalli,"0822923232
2","bommanaha
lliphc@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chilakawadi","Chamarajan
agara","KOLLEGA
LA",Mysore,Government,Chilakawadi,9980269663,"phcchilakaw
adi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Haradanahalli","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Haradanahalli,9632932291,"phcharadana
hally@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hasaguli","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Hasaguli,"0822922385
0","phchasaguli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Heggadahalli","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Heggadahalli,"0822929768
6","phcheggada
halli1@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Honganuru","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Honganuru,8277509658,"honganurup
hc@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Horeyala","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Horeyala,"0822923554
7","phchoreyala
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hundipura","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Hundipura,"0822923411
1","phc1hundip
ura@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kagalavadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Kagalavadi,9945816041,"phckagalava
di123@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Haradanahalli","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Haradanahalli,9632932291,"phcharadana
hally@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hasaguli","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Hasaguli,"0822922385
0","phchasaguli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Heggadahalli","Chamarajan
agara","GUNDLUP
ET",Mysore,Government,Heggadahalli,"0822929768
6","phcheggada
halli1@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Honganuru","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Honganuru,8277509658,"honganurup
hc@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Horeyala","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Horeyala,"0822923554
7","phchoreyala
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hundipura","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Hundipura,"0822923411
1","phc1hundip
ura@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kagalavadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Kagalavadi,9945816041,"phckagalava
di123@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Primary Health Centre
Kamagere","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Kamagere Main Road,"0822426360
0","phckamager
e@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kodasoge","Chamarajan
agara","Chamarajan
agara",Mysore,Government,Kodasoge,"0822921171
1","phckodasog
e@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kothalavadi","Chamarajan
agara","Chamarajan
agara",Mysore,Government,"Kothalavadi
Chamarajanagar Tq  Dist",0822622531,"phckothalav
adi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"
