Hospital Name,District,Address,Phone No,Mail-ID,Scheme,Speciality
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Kanamadi",Vijayapura,"Tq Dist Vijayapur  Jatt
Road Primary Health
Center Kanamadi",8277504401,"mohkanama
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Kannur",Vijayapura,Kannur,"0835223453
4","medicaloffic
erphckannur
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Tikota",Vijayapura,"Tq Vijayapur  Dist
Vijayapur  Jatta Road
Tikota","0835223157
9","mohthikota
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Yankanchi",Vijayapura,"Near Bus Stand
Yankanchi","0848823602
3","mophcyank
anchi@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kolhar",Vijayapura,"Near Gandhi Circle Post
Kolhar Tq B Bagewadi
Dist Vijayapur","0842628313
7","phckolhar@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Madikeshwar",Vijayapura,Phc Madikeshwar,"0835656652
8","momadikes
hwar@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Ronihal",Vijayapura,Ronihal,9448154481,"phcronihal
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Shivanagi",Vijayapura,Shivanagi,9980690924,"mohshivana
gi@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Tammadaddi",Vijayapura,Phc Tamadaddi,"0835656652
8","motamadad
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Tikota",Vijayapura,"Tq Vijayapur  Dist
Vijayapur  Jatta Road
Tikota","0835223157
9","mohthikota
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Yankanchi",Vijayapura,"Near Bus Stand
Yankanchi","0848823602
3","mophcyank
anchi@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kolhar",Vijayapura,"Near Gandhi Circle Post
Kolhar Tq B Bagewadi
Dist Vijayapur","0842628313
7","phckolhar@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Madikeshwar",Vijayapura,Phc Madikeshwar,"0835656652
8","momadikes
hwar@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Ronihal",Vijayapura,Ronihal,9448154481,"phcronihal
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Shivanagi",Vijayapura,Shivanagi,9980690924,"mohshivana
gi@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Tammadaddi",Vijayapura,Phc Tamadaddi,"0835656652
8","motamadad
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Balaganur",Vijayapura,"At Balaganur Tq Sindagi
Dist Vijayapur","0848824204
1","mophcblg@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bardol",Vijayapura,CHINCHALI GADAG,9448760267,"PHCCHINC
HALI2017
@GMAIL.
COM","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bhantanur",Vijayapura,Phc Bhantanur,"0835656652
8","mukashafn
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chandakavate",Vijayapura,"Chandakavate sindagi
vijayapura","0848822322
3","mochandaka
vate@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dhavalagi",Vijayapura,"Muddebiihal Rood
Dhavalagi","0835623700
3","modhavalag
i7@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Golasangi",Vijayapura,"Phv Golasangi Tq Basavn
Bagewasi Dist Vijayapur","0842628400
8","phcgolsangi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Honaganahalli",Vijayapura,"Honaganhalli  Tq
Vijayapur Dist Vijayapur",8277504447,"mophchona
ganhalli@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Balaganur",Vijayapura,"At Balaganur Tq Sindagi
Dist Vijayapur","0848824204
1","mophcblg@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bardol",Vijayapura,CHINCHALI GADAG,9448760267,"PHCCHINC
HALI2017
@GMAIL.
COM","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bhantanur",Vijayapura,Phc Bhantanur,"0835656652
8","mukashafn
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chandakavate",Vijayapura,"Chandakavate sindagi
vijayapura","0848822322
3","mochandaka
vate@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dhavalagi",Vijayapura,"Muddebiihal Rood
Dhavalagi","0835623700
3","modhavalag
i7@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Golasangi",Vijayapura,"Phv Golasangi Tq Basavn
Bagewasi Dist Vijayapur","0842628400
8","phcgolsangi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Honaganahalli",Vijayapura,"Honaganhalli  Tq
Vijayapur Dist Vijayapur",8277504447,"mophchona
ganhalli@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Huvin Hipparagi",Vijayapura,Huvin Hipparagi,9980316808,"hhipparagi1
40@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Inachagal",Vijayapura,Jekeral Road Inachagal,"0835622018
5","anveena8@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Jainapur",Vijayapura,Phc Jainapur Tq Vijayapur,7411923347,"mophcjaina
pur2012@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Jigajeevani",Vijayapura,A P Jigajeevani,9448805543,"mophcjgn@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kambagi",Vijayapura,"Phc Kambagi Tq Dist
Vijaypur","0835228404
7","mohkambag
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Karaganur",Vijayapura,Phc Karaganur,"0835656652
8","mokariganu
r.phc@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Korawar",Vijayapura,"Near  Kondagulli Road
Korawar","0842427127
2","phckorawar
2019@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Huvin Hipparagi",Vijayapura,Huvin Hipparagi,9980316808,"hhipparagi1
40@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Inachagal",Vijayapura,Jekeral Road Inachagal,"0835622018
5","anveena8@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Jainapur",Vijayapura,Phc Jainapur Tq Vijayapur,7411923347,"mophcjaina
pur2012@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Jigajeevani",Vijayapura,A P Jigajeevani,9448805543,"mophcjgn@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kambagi",Vijayapura,"Phc Kambagi Tq Dist
Vijaypur","0835228404
7","mohkambag
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Karaganur",Vijayapura,Phc Karaganur,"0835656652
8","mokariganu
r.phc@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Korawar",Vijayapura,"Near  Kondagulli Road
Korawar","0842427127
2","phckorawar
2019@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Managuli",Vijayapura,"Phc Managuli Tq Basavan
Bagewadi Dist Vijayapur","0835824084
3","phcmanagul
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Nagavi B K",Vijayapura,"At Nagavi B K Tq Sindagi
Dist Vijayapur","0848822152
2","nagaviphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Nagthan",Vijayapura,"Phc Nagthan Tq Bijapur
Dist Vijayapur","0835223210
2","mohnagthan
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Sasnur",Vijayapura,"Phc Sasnur Tq Basavan
Bagewadi",9590665565,"phcsasanur
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Tangadagi",Vijayapura,"Hunagund Muddebihal
Rood","0835623803
1","motangadag
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Telgi",Vijayapura,"Phc Telgi Tq Basavan
Bagewadi Dist Vijayapur",9886296976,"phctelagi@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Umaraj",Vijayapura,Near Dasur Road Umaraj,9485236189,"phcumaraj
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Managuli",Vijayapura,"Phc Managuli Tq Basavan
Bagewadi Dist Vijayapur","0835824084
3","phcmanagul
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Nagavi B K",Vijayapura,"At Nagavi B K Tq Sindagi
Dist Vijayapur","0848822152
2","nagaviphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Nagthan",Vijayapura,"Phc Nagthan Tq Bijapur
Dist Vijayapur","0835223210
2","mohnagthan
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Sasnur",Vijayapura,"Phc Sasnur Tq Basavan
Bagewadi",9590665565,"phcsasanur
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Tangadagi",Vijayapura,"Hunagund Muddebihal
Rood","0835623803
1","motangadag
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Telgi",Vijayapura,"Phc Telgi Tq Basavan
Bagewadi Dist Vijayapur",9886296976,"phctelagi@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Umaraj",Vijayapura,Near Dasur Road Umaraj,9485236189,"phcumaraj
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Yakkundi",Vijayapura,"Phc Yakkundi Taluka
District Vijaypur","0835528882
2","mohyakkun
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Helth Center
Halasangi",Vijayapura,Halasangi Indi Road,9632533364,"HALASAN
GIMOPHC
@GMAIL.
COM","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Center Darga",Vijayapura,Jail Road Jail Darga,"0835227263
7","mouphcdarg
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Center Shantinagar",Vijayapura,"Hakim Chowk
Shantinagar Vijayapur","0835222466
7","mouphcshan
tinagar@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Center Tazboudi Navabag",Vijayapura,"Kasageri Oni Navabag
Vijayapur",6360814456,"mouphctazb
owdi@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Centre Apmc",Vijayapura,"Near
MahadevappaTemple
Sunagara Galli Shahapeti
Vijayapur",8618197886,"mouphcapm
c@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Yakkundi",Vijayapura,"Phc Yakkundi Taluka
District Vijaypur","0835528882
2","mohyakkun
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Helth Center
Halasangi",Vijayapura,Halasangi Indi Road,9632533364,"HALASAN
GIMOPHC
@GMAIL.
COM","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Center Darga",Vijayapura,Jail Road Jail Darga,"0835227263
7","mouphcdarg
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Center Shantinagar",Vijayapura,"Hakim Chowk
Shantinagar Vijayapur","0835222466
7","mouphcshan
tinagar@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Center Tazboudi Navabag",Vijayapura,"Kasageri Oni Navabag
Vijayapur",6360814456,"mouphctazb
owdi@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Urban Primary Health
Centre Apmc",Vijayapura,"Near
MahadevappaTemple
Sunagara Galli Shahapeti
Vijayapur",8618197886,"mouphcapm
c@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Honawad",Vijayapura,TQ DIST VIJAYAPUR,"0835223390
7","mohhonwad
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mamadapur",Vijayapura,JAINAPUR ROAD,9449626556,"mohmamad
apur@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kudithini",Ballari,Kudithini,7846979757,"phckudithini
2011@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hudem","Vijayanagar
a","Hosahalli Road Hudem
Kudligi  Ballari",9740505787,"Phchdmj03
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Khanahosahalli","Vijayanagar
a","Near Vaibav School
Hosahalli",9008462630,"phchosahalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Devinagar",Ballari,"Parvathi nagar 2nd cross
ballari",9008683153,"nuhmuphcd
hospitel@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Belagallu",Ballari,Belagallu Ballari,8553876241,"Phcbbelagal
2019@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Honawad",Vijayapura,TQ DIST VIJAYAPUR,"0835223390
7","mohhonwad
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mamadapur",Vijayapura,JAINAPUR ROAD,9449626556,"mohmamad
apur@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kudithini",Ballari,Kudithini,7846979757,"phckudithini
2011@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Hudem","Vijayanagar
a","Hosahalli Road Hudem
Kudligi  Ballari",9740505787,"Phchdmj03
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Khanahosahalli","Vijayanagar
a","Near Vaibav School
Hosahalli",9008462630,"phchosahalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Devinagar",Ballari,"Parvathi nagar 2nd cross
ballari",9008683153,"nuhmuphcd
hospitel@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Belagallu",Ballari,Belagallu Ballari,8553876241,"Phcbbelagal
2019@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bagali","Vijayanagar
a","Phc Bagali Post
Harapanahalli Tq Bellari
Dist",8277512371,"mophcbagal
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bennihalli","Vijayanagar
a","Bennihalli Post
Harapanahalli Tq Bellari
Dist",8861426295,"phcbennihal
li@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mustaggatta",Ballari,Musttigatta ballari,9448745999,"phcmusttiga
tta@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chellagurki",Ballari,"Main Ballari Road
Challagurki",7204521238,"phcchellagu
rki@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Yerragudi",Ballari,Yerragudi Ballari,9743733262,"phc.yerragu
di117@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Uprimary Health Centre
Millerpet",Ballari,"NEAR GANGAPPA GIN
BOMMANAHAL ROAD
MILLERPET BALLARI",8073713483,"nuhmuphcm
illerpet@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bagali","Vijayanagar
a","Phc Bagali Post
Harapanahalli Tq Bellari
Dist",8277512371,"mophcbagal
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bennihalli","Vijayanagar
a","Bennihalli Post
Harapanahalli Tq Bellari
Dist",8861426295,"phcbennihal
li@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mustaggatta",Ballari,Musttigatta ballari,9448745999,"phcmusttiga
tta@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chellagurki",Ballari,"Main Ballari Road
Challagurki",7204521238,"phcchellagu
rki@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Yerragudi",Ballari,Yerragudi Ballari,9743733262,"phc.yerragu
di117@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Uprimary Health Centre
Millerpet",Ballari,"NEAR GANGAPPA GIN
BOMMANAHAL ROAD
MILLERPET BALLARI",8073713483,"nuhmuphcm
illerpet@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre M
Gonal",Ballari,M Gonal Bellary,7411192999,"tarun.mbbs
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Alagilawada","Vijayanagar
a","PHC ALAGILAWADA
POST
HARAPANAHALLI TQ
VIJAYANAGARA DIST",9035040495,"suman.hnbr
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Uprimary Health Centre
Ambedkar Nagara","Vijayanagar
a","Ambedkar Nagara
Harapanahalli",7996529758,"ambedkarna
gara.uphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Taluru",Ballari,"Bellary main Road main
Taluru",9008633816,"taluruphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Gandhinagar",Ballari,MOKA ROAD BALLARI,9449981941,"uphcgandhi
nagar1@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Korlagundi",Ballari,Talur road Korlagundi,9620199238,"phckorlagun
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Hakkandi","Vijayanagar
a",Hakkandi P,9740465516,"phchakkand
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre M
Gonal",Ballari,M Gonal Bellary,7411192999,"tarun.mbbs
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Alagilawada","Vijayanagar
a","PHC ALAGILAWADA
POST
HARAPANAHALLI TQ
VIJAYANAGARA DIST",9035040495,"suman.hnbr
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Uprimary Health Centre
Ambedkar Nagara","Vijayanagar
a","Ambedkar Nagara
Harapanahalli",7996529758,"ambedkarna
gara.uphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Taluru",Ballari,"Bellary main Road main
Taluru",9008633816,"taluruphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Gandhinagar",Ballari,MOKA ROAD BALLARI,9449981941,"uphcgandhi
nagar1@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Korlagundi",Ballari,Talur road Korlagundi,9620199238,"phckorlagun
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Hakkandi","Vijayanagar
a",Hakkandi P,9740465516,"phchakkand
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Holagundi","Vijayanagar
a",Holagundi,9902736809,"phcholagun
da@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Holalu","Vijayanagar
a",Holalu,9902736809,"phcholalu81
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center K
Ayyanahalli","Vijayanagar
a",K Ayyanahalli,9902736809,"phckayyana
halli@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Kattebennuru","Vijayanagar
a",Kattebennuru,9902736809,"phckatteben
nur@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Magala","Vijayanagar
a",Magala,9741465516,"phcmagala
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Manyra Masalawada","Vijayanagar
a",Manyra Masalawada,9902736809,"phcmmwad
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Nagathi Basapura","Vijayanagar
a",Nagathibasapura,9741465516,"phcnagathib
asapura@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Holagundi","Vijayanagar
a",Holagundi,9902736809,"phcholagun
da@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Holalu","Vijayanagar
a",Holalu,9902736809,"phcholalu81
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center K
Ayyanahalli","Vijayanagar
a",K Ayyanahalli,9902736809,"phckayyana
halli@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
